25738019107	12
25738888920	14
25739003392	2
25739003392	2
25739538804	2
25739576086	14
25739589814	0
25740089666	12
25740907187	14
25741468032	0
25741661806	2
25741681453	2
25742583461	14
25743175248	2
25743317737	2
25743354131	2
25743374583	2
25743487873	2
25743924073	14
25744397029	2
25744428924	2
25744430261	14
25744488497	0
25744723133	0
25745239504	0
25745362794	0
25745623223	0
25745669654	2
25746138324	12
25746185072	0
25747639618	0
25747850432	0
25748289470	14
25748423653	0
25748467435	14
25748753605	0
25748881634	14
25749053951	2
25749361127	2
25749533671	2
25749598748	14
25749987347	2
25750373981	11
25750405794	11
25750475319	2
25750523124	2
25750937259	11
25751088410	11
25751108452	0
25751223286	0
25751571375	2
25751661610	11
25751732881	2
25751757628	0
25751764009	11
25751822053	11
25751836218	0
25752099752	0
25752286208	0
25752413746	2
25752422463	0
25752715334	12
25752773276	0
25752792659	11
25752798357	2
25752817463	11
25752843748	0
25752870555	2
25752871778	2
25752898180	2
25752970510	2
25752982896	2
25752994880	2
25753032102	11
25753206457	0
25753208912	0
25753735495	11
25754395144	12
25754426774	12
25754643401	0
25754990922	12
25755023841	0
25755134127	12
25755136196	12
25755174241	12
25755310496	11
25755599178	13
25756231412	11
25756786201	11
25757412558	11
25757659082	0
25758433717	2
25758771816	14
25759314769	2
25759408465	0
25761300547	0
25761328368	0
25761436359	0
25761436512	0
25762583432	0
25762879037	0
25763022512	11
25763496107	14
25763646257	11
25763655649	14
25763674162	11
25763798856	14
25764507155	14
25764517335	13
25765995930	11
25766074163	14
25766156956	12
25766181503	14
25766219141	13
25767373029	14
25767487998	14
25767558398	12
25767761490	14
25767761662	14
25767849517	12
25767873464	14
25768078308	14
25768445824	12
25768639867	14
25769081951	14
25769316309	0
25769654490	14
25770272649	14
25771454319	13
25772035478	14
25772966392	0
25773317537	13
25773772049	11
25775333266	12
25775670013	14
25776044618	0
25776134395	0
25776932459	12
25777265655	12
25777484442	0
25777513107	0
25777656040	11
25778191276	0
25778236731	0
25778279016	2
25778449187	0
25778454507	14
25779475121	11
25779809974	14
25780093716	0
25780287100	0
25780287158	0
25780287220	0
25780287233	0
25780287435	0
25780439436	14
25780517772	13
25781041771	0
25781097623	0
25781297867	14
25781346497	0
25782165722	11
25782171062	0
25782654403	14
25783043224	11
25783043320	11
25783375217	2
25783831234	11
25783969299	0
25784019327	0
25784096307	11
25784385511	2
25784464336	14
25784483609	11
25785688632	0
25786041496	14
25786520505	2
25786669914	2
25786705819	2
25786852172	2
25786892030	2
25787143037	0
25787157607	0
25787198111	2
25787228805	2
25787382633	11
25787433163	2
25787710116	2
25787729243	11
25787767513	2
25787966145	2
25788082562	11
25788908817	11
25789328621	0
25789882909	12
25790045674	0
25790326407	0
25790476450	0
25790481146	12
25790665898	0
25790764312	0
25790888470	13
25791392214	2
25791979317	11
25792174812	2
25792195766	11
25792195915	11
25792486244	2
25792574325	11
25792659618	0
25792659618	0
25792756000	11
25792775111	0
25792826120	11
25792873244	13
25792904015	11
25792955632	11
25792956398	11
25792956429	11
25792956563	11
25792957003	11
25792986451	0
25793029498	11
25793029645	11
25793034679	11
25793051450	2
25793085859	0
25793086235	0
25793149101	2
25793230703	0
25793502259	11
25793615995	11
25793695689	11
25793763614	2
25793770727	0
25793978439	11
25794028969	0
25794033433	2
25794130386	11
25794240132	0
25794374999	0
25794432611	11
25795198918	11
25795199999	0
25795226541	11
25795427440	11
25795758369	14
25795791315	11
25795791351	0
25795823697	0
25795848828	2
25796363647	11
25796646317	11
25796876273	11
25797157181	0
25797242201	11
25797479017	2
25797510915	11
25797642364	2
25797664660	0
25797694704	0
25797700582	2
25797777070	0
25797788036	11
25798390642	14
25798391344	14
25798391680	14
25798391764	14
25798391811	14
25798567583	0
25798774432	2
25798971074	2
25799362021	0
25799385724	11
25799410038	11
25799415660	11
25799502238	0
25799660265	11
25799773553	0
25800202418	12
25800206069	0
25800275218	14
25800343240	0
25800354648	11
25800471551	11
25800523131	0
25800546281	11
25800654521	2
25800676283	11
25800728416	2
25800732011	11
25800880019	11
25800890934	2
25800918796	2
25800963321	11
25801176956	11
25801181511	11
25801237868	11
25801244069	12
25801398374	2
25801674771	2
25801788954	11
25801865490	11
25802100184	2
25802912803	14
25803109552	11
25803124699	11
25803361004	2
25803522292	11
25803522770	11
25803523071	11
25803869826	11
25803953987	11
25804026051	2
25804257062	14
25804796669	11
25805130984	0
25805665357	0
25805848540	12
25805943819	0
25805963620	0
25806103914	0
25806106624	12
25806280488	2
25806440771	11
25806451567	12
25806474094	11
25806647784	11
25806742395	12
25806788137	11
25807491628	0
25807804955	12
25807891209	11
25808257750	11
25808312781	11
25808432711	0
25808449203	0
25808654475	0
25808710884	0
25808725555	14
25808839808	12
25808848240	12
25809137523	11
25809313543	11
25809373903	12
25809397464	11
25809414840	12
25809422104	12
25809427413	12
25809433762	12
25809435854	12
25809440257	12
25809442211	11
25809456285	12
25809476021	12
25809501326	12
25809502030	12
25809528054	0
25809582734	12
25809612004	12
25809627120	12
25809641503	12
25809645907	12
